,Unnamed: 0,Text,Source,cleaned_text,Topics,Labels
2241,2241,"Listen up you fucking N.Y. Times > Mitt Romney cannot run for Senate Seat in Utah, because HE DOES NOT FUCKING LIVE THERE.  Mitt lives in MASSACHUSETTS.  How dense can you fucking people get? ",Gab,listen up you fucking n y  times   mitt romney cannot run for senate seat in utah  because he does not fucking live there   mitt lives in massachusetts   how dense can you fucking people get  ,0,Radicalization
2242,2242,"CNN says the rise of populism is ""destabilizing"" Europe. ",Gab,cnn says the rise of populism is  destabilizing  europe  ,2,Propaganda
2243,2243,I don't wish death on anyone but I would love to see these treasonous pieces of shit swing and rot from the rope.,Gab,i don t wish death on anyone but i would love to see these treasonous pieces of shit swing and rot from the rope ,0,Radicalization
2244,2244,"bingo. Shitskins will not only shoot you, they will enjoy it.",Gab,bingo  shitskins will not only shoot you  they will enjoy it ,1,Recruitment
2245,2245,Common sense like this only applies to people that have common sense.  You can see why the facist don't get it.,Gab,common sense like this only applies to people that have common sense   you can see why the facist don t get it ,2,Propaganda
2246,2246,Is this asshole even a real citizen ?,Gab,is this asshole even a real citizen  ,0,Radicalization
2247,2247,We have to give up our guns and tear up the Constitution because some bald brown lesbian bullied an autistic kid until he went postal.,Gab,we have to give up our guns and tear up the constitution because some bald brown lesbian bullied an autistic kid until he went postal ,0,Radicalization
2248,2248,The Liberal Dems are murderous scum.,Gab,the liberal dems are murderous scum ,0,Radicalization
2249,2249,His country is a pussyfied soon to be moslem shithole.,Gab,his country is a pussyfied soon to be moslem shithole ,1,Recruitment
2250,2250,"i don't know CUCKER. Maybe you should stop sucking off the kikes at (((fox))) and make your own show, in which millions of people will literally watch it. could you imagine cucker coming out as a white nationalist? the amount of positive that could do....it would be a dream come true",Gab,i don t know cucker  maybe you should stop sucking off the kikes at    fox    and make your own show  in which millions of people will literally watch it  could you imagine cucker coming out as a white nationalist  the amount of positive that could do    it would be a dream come true,0,Radicalization
2251,2251,Hahahahaha threatening us with a scrawny AIDS infested nigger with a shitty knife cutting up a baby chicken? 😂😂😂😂 ,Gab,hahahahaha threatening us with a scrawny aids infested nigger with a shitty knife cutting up a baby chicken       ,0,Radicalization
2252,2252,Just read a report about two male homosexuals adopting a young girl. That little girl will never know the tender comfort and feminine love of a mother. Parent teachers nights to introduce her two dads. Run in and get into bed with dad and dad! And people are trying to tell me this is ok! Maybe it’s me who is not normal!,Gab,just read a report about two male homosexuals adopting a young girl  that little girl will never know the tender comfort and feminine love of a mother  parent teachers nights to introduce her two dads  run in and get into bed with dad and dad  and people are trying to tell me this is ok  maybe it s me who is not normal ,0,Radicalization
2253,2253,James Vandercock gets groped by old jewish fag. Absolutely nobody is surprised at all. Jewish grope-gate is exploding all over everyones face. Giving a whole new meaning to the term 'mikvah'   http://www.indiewire.com/2017/10/james-van-der-bee...,Gab,james vandercock gets groped by old jewish fag  absolutely nobody is surprised at all  jewish grope gate is exploding all over everyones face  giving a whole new meaning to the term  mikvah     ,0,Radicalization
2254,2254,Why are Aussies so interested in why Americans are correct and open about the moslem death cult of is-scum...,Gab,why are aussies so interested in why americans are correct and open about the moslem death cult of is scum   ,2,Propaganda
2255,2255,Just looked over at Twitter every Hashtag is about McCain and one about that other loser Ted Kennedy the Chappaquiddick Killer SAD,Gab,just looked over at twitter every hashtag is about mccain and one about that other loser ted kennedy the chappaquiddick killer sad,0,Radicalization
2256,2256,"If this Muslim rapist & murderer can carry a rifle, why shouldn't we? https://www.amazon.com/Tales-Havoc-K-J-Gillispie/dp/1683480236/ref=sr_1_1?ie=UTF8&qid=1526554949&sr=8-1&keywords=tales+of+havoc+volume+1",Gab,if this muslim rapist   murderer can carry a rifle  why shouldn t we   ,0,Radicalization
2257,2257,"My brother was terminal when his cancer was discovered.  He was younger than I am.  That was a. ..difficult moment.  I  was with him and while I was  stunned, he was angry.  Understandably.  ",Gab,my brother was terminal when his cancer was discovered   he was younger than i am   that was a    difficult moment   i  was with him and while i was  stunned  he was angry   understandably   ,0,Radicalization
2258,2258,I agree I will support gay marriage when a man can give birth to a child without intervention or manipulation by humans... In the meanwhile any form of gay relationship is disgusting and sickening,Gab,i agree i will support gay marriage when a man can give birth to a child without intervention or manipulation by humans    in the meanwhile any form of gay relationship is disgusting and sickening,0,Radicalization
2259,2259,Hey Douche Rocket - wake the fuck up - it’s well known that everybody who was/is anybody wanted their picture taken with Trump - so they could have their moment - do you really think Trump is the one running around asking for photos..?? ,Gab,hey douche rocket   wake the fuck up   it s well known that everybody who was is anybody wanted their picture taken with trump   so they could have their moment   do you really think trump is the one running around asking for photos     ,0,Radicalization
2260,2260,Muslims prefer fucking goats and Jews prefer sucking on baby dicks.  ,Gab,muslims prefer fucking goats and jews prefer sucking on baby dicks   ,1,Recruitment
2261,2261,"Here's another tip loudmouth, ""Hands up don't shoot"" was a lie, just like ""systemic racism"" is in the US in 2018. Take your unsolicited advice and stick where the sun don't shine.",Gab,here s another tip loudmouth   hands up don t shoot  was a lie  just like  systemic racism  is in the us in       take your unsolicited advice and stick where the sun don t shine ,1,Recruitment
2262,2262,"Americans wouldn't make a statement like this, realizing the crime against Iranian people by CIA 1953 resulted in deposing the brother of the man (((they))) installed as leader, in 1979. This fuckbot has no earthly reason to desire to see the nation the US shall be destroyed for attacking, Iran, being attacked UNLESS this account belongs to a kike operating mind control in America.",Gab,americans wouldn t make a statement like this  realizing the crime against iranian people by cia      resulted in deposing the brother of the man    they    installed as leader  in       this fuckbot has no earthly reason to desire to see the nation the us shall be destroyed for attacking  iran  being attacked unless this account belongs to a kike operating mind control in america ,0,Radicalization
2263,2263,Just don't be A White democrat and all will be fine.,Gab,just don t be a white democrat and all will be fine ,0,Radicalization
2264,2264,"At a time when young men need to be heard and acknowledged, new regressive liberal morays, the schools, busy parents all shut them down, ignore them and other kids are assholes to them. THIS is what creates school shooters. Let boys be boys! Let them feel their testosterone and fight it out for power. Biology and Mother Nature know best.",Gab,at a time when young men need to be heard and acknowledged  new regressive liberal morays  the schools  busy parents all shut them down  ignore them and other kids are assholes to them  this is what creates school shooters  let boys be boys  let them feel their testosterone and fight it out for power  biology and mother nature know best ,0,Radicalization
2265,2265,"This is what will happen if the left takes control! #QAnon #QArmy #Q #RedWave  #RedTsunami #BlueWave #DrainTheDeepState #MAGA #MakeAmericaGreatAgain #WalkAway   Nancy Pelosi laughs at & mocks coal power, then crows “with all due respect to West Virginia” https://t.co/EJZ9vtnZmN",Gab,this is what will happen if the left takes control   qanon  qarmy  q  redwave   redtsunami  bluewave  drainthedeepstate  maga  makeamericagreatagain  walkaway   nancy pelosi laughs at   mocks coal power  then crows  with all due respect to west virginia   ,0,Radicalization
2266,2266,White blood stays white no matter where it went to school. You envious heeb.,Gab,white blood stays white no matter where it went to school  you envious heeb ,0,Radicalization
2267,2267,"Is the mute feature only available with GAB Pro?  It is always the same prolific posters....  But...  I am sick of having my home page and news feeds, filled with disgusting posts vilifying Jews. I do not ask that this BS be banned. I just don't want to be forced to see this shit everytime I open GAB.",Gab,is the mute feature only available with gab pro   it is always the same prolific posters      but     i am sick of having my home page and news feeds  filled with disgusting posts vilifying jews  i do not ask that this bs be banned  i just don t want to be forced to see this shit everytime i open gab ,0,Radicalization
2268,2268,"Damn Negro just cant keep it in his pants...  'Serial flasher' arrested for 12th time, authorities say  http://www.foxnews.com/us/2018/05/02/serial-flasher-arrested-for-12th-time-authorities-say.html",Gab,damn negro just cant keep it in his pants      serial flasher  arrested for   th time  authorities say   ,0,Radicalization
2269,2269,"If CNN were a woman, I'd be getting that bitch some hospice",Gab,if cnn were a woman  i d be getting that bitch some hospice,1,Recruitment
2270,2270,Only a racist looks at a monkey & thinks ‘black people.’ 🐵,Gab,only a racist looks at a monkey   thinks  black people    ,0,Radicalization
2271,2271,"That's always their answer to all their problems in Africa, kill pple. I have yet to hear another response. It's just kill pple. How is that civilized? It isn't.",Gab,that s always their answer to all their problems in africa  kill pple  i have yet to hear another response  it s just kill pple  how is that civilized  it isn t ,0,Radicalization
2272,2272,Hunted online like an animal... peak faggotry.,Gab,hunted online like an animal    peak faggotry ,0,Radicalization
2273,2273,"no, he's still full fag with a good deed he can tuck under his arm",Gab,no  he s still full fag with a good deed he can tuck under his arm,0,Radicalization
2274,2274,@RFIDbollocks  ,Gab,   ,0,Radicalization
2275,2275,So your a McCain supporter is see that makes you a Liberal Democrat .,Gab,so your a mccain supporter is see that makes you a liberal democrat  ,1,Recruitment
2276,2276,They worship themselves and their shoah myths. Sadly taxpayers pay for their strange cult. Ditto with the Muslim pigs. ,Gab,they worship themselves and their shoah myths  sadly taxpayers pay for their strange cult  ditto with the muslim pigs  ,0,Radicalization
2277,2277,"Gary Lineker is a TWAT and  Mark Zuckerberg is a CUNT.    Phew, quite liberating to get that off my chest, in an echo chamber.",Gab,gary lineker is a twat and  mark zuckerberg is a cunt     phew  quite liberating to get that off my chest  in an echo chamber ,1,Recruitment
2278,2278,I wonder if it was the shouting 'white pussies' while hitting them with golf clubs and crowbars that tipped to the police off to a 'hate crime' ,Gab,i wonder if it was the shouting  white pussies  while hitting them with golf clubs and crowbars that tipped to the police off to a  hate crime  ,0,Radicalization
2279,2279,Once you allow Islam in it starts spreading fast like a disease.,Gab,once you allow islam in it starts spreading fast like a disease ,0,Radicalization
2280,2280,Muhammad (Piss Be Upon Him) agrees. :),Gab,muhammad  piss be upon him  agrees    ,2,Propaganda
2281,2281,"The new movie, FIRST MAN, is about USA'S moon landing. BUT, these Hollywood faggots left out the US Flag. So, who landed there? El Salvador? Belgium? They left the flag out to sideswipe POTUS. Patriots won't go to this POS movie. The pic below should have a US Flag behind him. Not there. Fuck you, Hollywood. U must want Trump to go after U? Ask CNN how that worked.",Gab,the new movie  first man  is about usa s moon landing  but  these hollywood faggots left out the us flag  so  who landed there  el salvador  belgium  they left the flag out to sideswipe potus  patriots won t go to this pos movie  the pic below should have a us flag behind him  not there  fuck you  hollywood  u must want trump to go after u  ask cnn how that worked ,0,Radicalization
2282,2282,She is a globalist Sikh sellout war mongering makaka  pig.,Gab,she is a globalist sikh sellout war mongering makaka  pig ,0,Radicalization
2283,2283,He's such a smarmy little fuck.,Gab,he s such a smarmy little fuck ,0,Radicalization
2284,2284,niggers destroy everything they touch.,Gab,niggers destroy everything they touch ,0,Radicalization
2285,2285,"Shitbags voted into office by ""We, the People"" are withholding information in their typical cavalier and condescending manner. "" Who we fuck on the taxpayers dime and the millions of taxpayers' dollars in settlements arising from our fuckfests is none of your fucking business!""",Gab,shitbags voted into office by  we  the people  are withholding information in their typical cavalier and condescending manner    who we fuck on the taxpayers dime and the millions of taxpayers  dollars in settlements arising from our fuckfests is none of your fucking business  ,2,Propaganda
2286,2286,"Wolves in sheep's clothing have the sheep under control. Psychopaths run the world. Some see it. some can't, and some could not give a fuck. ",Gab,wolves in sheep s clothing have the sheep under control  psychopaths run the world  some see it  some can t  and some could not give a fuck  ,1,Recruitment
2287,2287,"Yes, even babies prefer their own race.  But actual hatred of white people requires careful indoctrination, such as is provided by all western media and schools.",Gab,yes  even babies prefer their own race   but actual hatred of white people requires careful indoctrination  such as is provided by all western media and schools ,0,Radicalization
2288,2288,Bunch of faggots puffs  and queers !,Gab,bunch of faggots puffs  and queers  ,1,Recruitment
2289,2289,"Why are Democrat women so ugly? Honestly, what a difference from Republican women. Anybody else agree?",Gab,why are democrat women so ugly  honestly  what a difference from republican women  anybody else agree ,0,Radicalization
2290,2290,💯😂👍🏻👍🏻👍🏻 Agreed shes fuckin on meds im sure,Gab,         agreed shes fuckin on meds im sure,2,Propaganda
2291,2291,"This is Antifa, folks.  Filthy, degenerate communist subhumans.  Every single one.",Gab,this is antifa  folks   filthy  degenerate communist subhumans   every single one ,0,Radicalization
2292,2292,GOTTA REMEMBER...THE LEFT IS INSANELY DESPERATE CAUSE THEY KNOW THEY'RE ON THE PRECIPICE OF GOING TO GITMO FOR TREASON...IT'S ALREADY IN MOTION...SO LET EM SCRAMBLE AND TALK SHIT...THEIR TIME IS LIMITED...LIKE THE DEVIL'S...,Gab,gotta remember   the left is insanely desperate cause they know they re on the precipice of going to gitmo for treason   it s already in motion   so let em scramble and talk shit   their time is limited   like the devil s   ,0,Radicalization
2293,2293,"Why do you follow Jew hater Cantwell? Oh, don't tell me your friend Danny is Jewish. So was Soros. @LegendaryCollektor  https://web.archive.org/web/20180830165242/https:/...",Gab,why do you follow jew hater cantwell  oh  don t tell me your friend danny is jewish  so was soros      ,2,Propaganda
2294,2294,I don't want a brown slave.,Gab,i don t want a brown slave ,0,Radicalization
2295,2295,"Donald Trump received much criticism for referring to Haiti, El Salvador and Africa as “shitholes”. He was simply speaking the truth. ",Gab,donald trump received much criticism for referring to haiti  el salvador and africa as  shitholes   he was simply speaking the truth  ,0,Radicalization
2296,2296,http://www.breitbart.com/big-government/2018/04/10/facebook-shares-soar-as-senators-fumble-tech-questions-to-zuckerberg/  Disgusting Jew. The real reason behind the #FacebookHearingsrevealed. Nice Facebook headquarters you got there Jew....would be a shame if...  ;^) ,Gab,   disgusting jew  the real reason behind the  facebookhearingsrevealed  nice facebook headquarters you got there jew    would be a shame if         ,0,Radicalization
2297,2297,"Feminism is an ideology that is meant to play on emotions and feelings of women, so that they will separate themselves from men or be so wretched that no man will want the woman. It is a culture destroying ideology.",Gab,feminism is an ideology that is meant to play on emotions and feelings of women  so that they will separate themselves from men or be so wretched that no man will want the woman  it is a culture destroying ideology ,0,Radicalization
2298,2298,The fact that Cuomo the homo has granted felons the right to vote doesn't surprise me. He is actually an illegal alien liberal communist and is as low and corrupted as they come. ,Gab,the fact that cuomo the homo has granted felons the right to vote doesn t surprise me  he is actually an illegal alien liberal communist and is as low and corrupted as they come  ,0,Radicalization
2299,2299,"If your only response to my outrage of the disrespect of fallen soldiers who gave their lives at the orders of greedy incompetent sellout politicians is ""bye felicia"" I DON'T WANT TO KNOW YOU AND YOU DON'T DESERVE TO BE A CITIZEN!! 😡😡😡😡😡",Gab,if your only response to my outrage of the disrespect of fallen soldiers who gave their lives at the orders of greedy incompetent sellout politicians is  bye felicia  i don t want to know you and you don t deserve to be a citizen        ,0,Radicalization
2300,2300,she is getting too old to earn with her body so now she is trying to earn with her ass,Gab,she is getting too old to earn with her body so now she is trying to earn with her ass,0,Radicalization
2301,2301,Anybody else sick of online product launch videos with perky ukulele music?  So unoriginal. Makes me want to punt the brand manager in the happysack.,Gab,anybody else sick of online product launch videos with perky ukulele music   so unoriginal  makes me want to punt the brand manager in the happysack ,1,Recruitment
2302,2302,.Islamic Insanity & Muslim Madness In The Netherlands http://thewashingtonstandard.com/islamic-insanity-muslim-madness-in-the-netherlands/,Gab, islamic insanity   muslim madness in the netherlands  ,0,Radicalization
2303,2303,As a group they are attacking people based on BULLSHIT. Again. Sounds like a bunch group-thinking Socialist Libtards to me...,Gab,as a group they are attacking people based on bullshit  again  sounds like a bunch group thinking socialist libtards to me   ,0,Radicalization
2304,2304,"If this was a Jew, the baby would've been given a Blowjob. Still deplorable as those people are monsters.",Gab,if this was a jew  the baby would ve been given a blowjob  still deplorable as those people are monsters ,1,Recruitment
2305,2305,Wow I’m having a convo with someone and you jump in douche bag. Are you some highly paid coder or just a jerk off that likes to punch right.  Or maybe you’re a Jew. Never heard of you before. Mute me.,Gab,wow i m having a convo with someone and you jump in douche bag  are you some highly paid coder or just a jerk off that likes to punch right   or maybe you re a jew  never heard of you before  mute me ,0,Radicalization
2306,2306,It doesn't matter that someone says the word nigger.,Gab,it doesn t matter that someone says the word nigger ,0,Radicalization
2307,2307,Looks like the soy-filled bitch isn't done flagging stuff.  Here's a different version: https://www.youtube.com/watch?v=Eq-vKgrcxvM,Gab,looks like the soy filled bitch isn t done flagging stuff   here s a different version   ,0,Radicalization
2308,2308,"""David Davidyan, professor at the American University of Armenia accuses all Jews in general and Israel in particular of anti-Armenian sentiments.""  Armenia admits to anti-Semitism: Israel declared the enemy of Armenians https://news.az/articles/world/128229",Gab, david davidyan  professor at the american university of armenia accuses all jews in general and israel in particular of anti armenian sentiments    armenia admits to anti semitism  israel declared the enemy of armenians  ,2,Propaganda
2309,2309,Thank you President Trump! Each one of your accomplishments made liberals cry like the pussies they are. #MAGA,Gab,thank you president trump  each one of your accomplishments made liberals cry like the pussies they are   maga,1,Recruitment
2310,2310,"I have always found Matt Lauer putrid and smug.   Also, his face looks like a cartoon hound dog. This was one of many reasons I couldn't watch 'Today.' There was a smug and putrid dog-face sitting there in a suit. Thinking about his door-locking button.   #MattLauer  #tinypenis  #sexualassault  #slime",Gab,i have always found matt lauer putrid and smug    also  his face looks like a cartoon hound dog  this was one of many reasons i couldn t watch  today   there was a smug and putrid dog face sitting there in a suit  thinking about his door locking button     mattlauer   tinypenis   sexualassault   slime,0,Radicalization
2311,2311,Always amazing when liberals refer to ethics and morals of which they have none,Gab,always amazing when liberals refer to ethics and morals of which they have none,1,Recruitment
2312,2312,"Trump and his Zionist administration aren't going to do a damn thing about any of this. That's why the left-wing tech giants weren't afraid to make their move and start opening censoring right-wingers, because they have learned by now that Trump is ""all bark and no bite."" Trump is nothing but a paper tiger, which has only emboldened the leftist elites.﻿",Gab,trump and his zionist administration aren t going to do a damn thing about any of this  that s why the left wing tech giants weren t afraid to make their move and start opening censoring right wingers  because they have learned by now that trump is  all bark and no bite   trump is nothing but a paper tiger  which has only emboldened the leftist elites  ,0,Radicalization
2313,2313,"Buy more ammo, folks, because the IG report shows: ",Gab,buy more ammo  folks  because the ig report shows  ,0,Radicalization
2314,2314,"I have reached that stage in life when the next person that tries to tell me _Green Day_ is ""punk"" is gonna get a broken bottle in the eye. ",Gab,i have reached that stage in life when the next person that tries to tell me  green day  is  punk  is gonna get a broken bottle in the eye  ,0,Radicalization
2315,2315,"Definitely cut off all aid to s.Africa! Since they hate white people, white peoples money can stay in U.S.A. to help build the wall",Gab,definitely cut off all aid to s africa  since they hate white people  white peoples money can stay in u s a  to help build the wall,0,Radicalization
2316,2316,"If one more damn Liberal media/Hollywood chickie tells me that I can't think for myself because I am a woman who voted for Trump, I will lose it.  I am a retired IT Professional with 3 degrees in Computer Science including an MS.  I will put my critical thinking skills up against theirs any day of any week.  SHEESH!",Gab,if one more damn liberal media hollywood chickie tells me that i can t think for myself because i am a woman who voted for trump  i will lose it   i am a retired it professional with   degrees in computer science including an ms   i will put my critical thinking skills up against theirs any day of any week   sheesh ,0,Radicalization
2317,2317,The USUAL BLACK MORONS FOR THEIR DEMOCRAT HANDLERS.,Gab,the usual black morons for their democrat handlers ,1,Recruitment
2318,2318,4chan can find a flag in the middle of nowhere. The FBI can't find a person posting on the internet under his own name. https://imgur.com/TtasOoG,Gab, chan can find a flag in the middle of nowhere  the fbi can t find a person posting on the internet under his own name   ,0,Radicalization
2319,2319,now if we could only get a few jew heads on pikes that would be great.,Gab,now if we could only get a few jew heads on pikes that would be great ,0,Radicalization
2320,2320,I hope not because there are a lot of good people there. Also what happens to America if Muslims get their hand on the military might of Europe?,Gab,i hope not because there are a lot of good people there  also what happens to america if muslims get their hand on the military might of europe ,0,Radicalization
2321,2321,"Of course it is better.  Unless you are poor, stupid and a typical Democratic voter.  Something we have enough of to have to worry about.  But it is not all demagoguery, the Fair Tax is a regressive consumption tax.  Feature, not a bug, but it does impact the poor if the economy does't zoom, which of course it would.",Gab,of course it is better   unless you are poor  stupid and a typical democratic voter   something we have enough of to have to worry about   but it is not all demagoguery  the fair tax is a regressive consumption tax   feature  not a bug  but it does impact the poor if the economy does t zoom  which of course it would ,0,Radicalization
2322,2322,> A guy at my work hired a black woman and a pajeet woman instead of many more capable white men  ,Gab,  a guy at my work hired a black woman and a pajeet woman instead of many more capable white men  ,0,Radicalization
2323,2323,"Despite their situation, Boers are the biggest cucks on this planet. The church has brainwashed them with the ""niggers dindu nuffin mentality"". Because this is a PROFITABLE state of affairs for the church.",Gab,despite their situation  boers are the biggest cucks on this planet  the church has brainwashed them with the  niggers dindu nuffin mentality   because this is a profitable state of affairs for the church ,0,Radicalization
2324,2324,"When, o when, is #israel going to sink into the Mediterranean? You have (((enemy organisms))) propping up an illegal state that was only supposed to be created by God. And we let them get away with this day after day. Where does it end-?",Gab,when  o when  is  israel going to sink into the mediterranean  you have    enemy organisms    propping up an illegal state that was only supposed to be created by god  and we let them get away with this day after day  where does it end  ,0,Radicalization
2325,2325,jew god a jew invention/hoax,Gab,jew god a jew invention hoax,0,Radicalization
2326,2326,"Now they are calling Kayne West ""The last rock star""... ",Gab,now they are calling kayne west  the last rock star     ,2,Propaganda
2327,2327,"You know we have a three strikes and your out law, for our own citizen's. So why the frack isn't there one for these illegal invaders? Once again the DNC takes a position that in effect says. YOU the American Citizen are a second class citizen. YOUR interests and concerns are to be secondary to scumbags like the one in the story above.",Gab,you know we have a three strikes and your out law  for our own citizen s  so why the frack isn t there one for these illegal invaders  once again the dnc takes a position that in effect says  you the american citizen are a second class citizen  your interests and concerns are to be secondary to scumbags like the one in the story above ,0,Radicalization
2328,2328,NEW STRAT:  Prove the dems are the real racists.  ,Gab,new strat   prove the dems are the real racists   ,0,Radicalization
2329,2329,"I knew he was legit a few years back when Glenn Beck was talking about how he (Assad) had reached out to him for an interview, but he declined because he didn't want to give a platform to a terrorist. More like he didn't want to humanize a regular mid eastern politician that would upset the carefully constructed Jewish narrative.",Gab,i knew he was legit a few years back when glenn beck was talking about how he  assad  had reached out to him for an interview  but he declined because he didn t want to give a platform to a terrorist  more like he didn t want to humanize a regular mid eastern politician that would upset the carefully constructed jewish narrative ,0,Radicalization
2330,2330,Lol you are so mad you can't even type. What a mentally ill curry nigger you are.,Gab,lol you are so mad you can t even type  what a mentally ill curry nigger you are ,0,Radicalization
2331,2331,That twat couldn’t crush a fucking grape ffs,Gab,that twat couldn t crush a fucking grape ffs,1,Recruitment
2332,2332,"And, like, I think besides South Africa where the Afrikaners are getting butt-fucked, I don't think that's happening in, say, Botswana, which is right up north. ",Gab,and  like  i think besides south africa where the afrikaners are getting butt fucked  i don t think that s happening in  say  botswana  which is right up north  ,0,Radicalization
2333,2333,"Take a bath, you smelly African. ",Gab,take a bath  you smelly african  ,0,Radicalization
2334,2334,They need to build the fucking wall first!!!,Gab,they need to build the fucking wall first   ,1,Recruitment
2335,2335,"Damn that bitch is dumb.. with her pink hair, fucking Garth glasses and shitty old novelty guitar",Gab,damn that bitch is dumb   with her pink hair  fucking garth glasses and shitty old novelty guitar,0,Radicalization
2336,2336,"""Five more years before whites lose a majority"" - would only happen if the proposals take effect in 2027 and border enforcement actually happens, which it won't. Just look at all of the amnesties and immigration bills of the past. There is no teeth. So you'd give amnesty to a large number of people and set another bad precedent. We'd gain little or nothing.",Gab, five more years before whites lose a majority    would only happen if the proposals take effect in      and border enforcement actually happens  which it won t  just look at all of the amnesties and immigration bills of the past  there is no teeth  so you d give amnesty to a large number of people and set another bad precedent  we d gain little or nothing ,0,Radicalization
2337,2337,"#WWG1WGA #NEWS #POLITICS #POTUS #MAGA #GabFam Remember the 12, yes 12 women that came forward to accuse Bill Clinton of sexual misconduct? The left defended him and said that it didn't matter. Hypocrites at best! Time to sweep them out of office! #REDWAVE",Gab, wwg wga  news  politics  potus  maga  gabfam remember the     yes    women that came forward to accuse bill clinton of sexual misconduct  the left defended him and said that it didn t matter  hypocrites at best  time to sweep them out of office   redwave,0,Radicalization
2338,2338,Just imagine how much money it costs the country in legal battles and welfare just to sustain one arrogant selfish cunt invader.,Gab,just imagine how much money it costs the country in legal battles and welfare just to sustain one arrogant selfish cunt invader ,0,Radicalization
2339,2339,"this idyllic national socialist life could of been for all of us in the West but no that was not what the kikes that be wanted for the west...this wonderful national socialist life went against their old kike disorder...they lied to those imbeciles in murica and UK imagining that they were fighting the ""enemy"" when the real enemy was that mass murdering kike Stalin....what a bunch of retards those alleged ""greatest"" generation were....look at us now on the verge of war and the degeneracy level is off the charts and everyday that goes by more and more hebe outrages continue.........a war is coming make no bones about it........we will win this time around and by the gods this will be the last generation of Aryans to deal with these vermin and parasites and their pet gorillas and retards",Gab,this idyllic national socialist life could of been for all of us in the west but no that was not what the kikes that be wanted for the west   this wonderful national socialist life went against their old kike disorder   they lied to those imbeciles in murica and uk imagining that they were fighting the  enemy  when the real enemy was that mass murdering kike stalin    what a bunch of retards those alleged  greatest  generation were    look at us now on the verge of war and the degeneracy level is off the charts and everyday that goes by more and more hebe outrages continue         a war is coming make no bones about it        we will win this time around and by the gods this will be the last generation of aryans to deal with these vermin and parasites and their pet gorillas and retards,0,Radicalization
2340,2340,My solution to school shootings:  Shoot every American student tomorrow. Problem solved.,Gab,my solution to school shootings   shoot every american student tomorrow  problem solved ,0,Radicalization
2341,2341,I used to watch FOX all the time and Glenn Beck. I even named my dog Beck after him. Then I woked. They're all controlled or dense. You don't hear them questioning the Las Vegas false flag. I'm pretty sure that G.B. put down truthers in the past. ,Gab,i used to watch fox all the time and glenn beck  i even named my dog beck after him  then i woked  they re all controlled or dense  you don t hear them questioning the las vegas false flag  i m pretty sure that g b  put down truthers in the past  ,0,Radicalization
2342,2342,Liberals always thinking gay. Faggots!,Gab,liberals always thinking gay  faggots ,1,Recruitment
2343,2343,"it says he is willing to respect other people's wishes no matter how fucking stupid they are, what does it say to you Donna?  ",Gab,it says he is willing to respect other people s wishes no matter how fucking stupid they are  what does it say to you donna   ,0,Radicalization
2344,2344,"Moslems world wide do this, the TAKIYAH they use to excuse the perversion, they had to rape the corpse to ensure she could go to heaven! ",Gab,moslems world wide do this  the takiyah they use to excuse the perversion  they had to rape the corpse to ensure she could go to heaven  ,0,Radicalization
2345,2345,"To those old enough to remember a time when homosexuality was still not considered normal, it is impossible NOT to see that these arguments are EXACTLY the same ones used then.   The basic liberal idea -- that because something exists it ought to be tolerated or even met with approval -- is fundamentally evil.",Gab,to those old enough to remember a time when homosexuality was still not considered normal  it is impossible not to see that these arguments are exactly the same ones used then    the basic liberal idea    that because something exists it ought to be tolerated or even met with approval    is fundamentally evil ,0,Radicalization
2346,2346,"Satanism is closely related to Islam. Satanist believe that there is nothing anyone can do that is Evil, wrong, or bad. “If a man strike you upon one cheek, smash him on the other” ",Gab,satanism is closely related to islam  satanist believe that there is nothing anyone can do that is evil  wrong  or bad   if a man strike you upon one cheek  smash him on the other  ,0,Radicalization
2347,2347,"San Diego ""man"" who assaulted his wife with a chainsaw is an ILLEGAL ALIEN who's been deported 11 times. ",Gab,san diego  man  who assaulted his wife with a chainsaw is an illegal alien who s been deported    times  ,0,Radicalization
2348,2348,"I've never seen the sense in the #swimsuitcompetition. If women are to be judged purely on looks, then it makes sense, but then why bother with asking them questions? Just to give the #MissAmerica gig some credibility? ",Gab,i ve never seen the sense in the  swimsuitcompetition  if women are to be judged purely on looks  then it makes sense  but then why bother with asking them questions  just to give the  missamerica gig some credibility  ,0,Radicalization
2349,2349,"If she was a dog, you'd take her to the vet.  Morning Kelly.",Gab,if she was a dog  you d take her to the vet   morning kelly ,1,Recruitment
2350,2350,Lefties have no intelligence or they are lying pieces of excrement like you!,Gab,lefties have no intelligence or they are lying pieces of excrement like you ,1,Recruitment
2351,2351,"Also, the judge let the rapist off the hook!  Yes the judge did just that!  Because it is legal in Sharia Law to rape!   This is going on all across America & google is censoring the internet using Sharia Law! ",Gab,also  the judge let the rapist off the hook   yes the judge did just that   because it is legal in sharia law to rape    this is going on all across america   google is censoring the internet using sharia law  ,0,Radicalization
2352,2352,"they say the alien nigger is about 10,000 years old. that does fit the timeframe for the aryan migration. mebbe they found the alien niggers and wiped them out. but could be slave too.",Gab,they say the alien nigger is about        years old  that does fit the timeframe for the aryan migration  mebbe they found the alien niggers and wiped them out  but could be slave too ,0,Radicalization
2353,2353,The muslims and their cousin jews are born perverts,Gab,the muslims and their cousin jews are born perverts,0,Radicalization
